id,title,year,#votes,1,2,3,4,5,6,7,8,9,10
tt0829482,Superbad,2007,524078,7842,3587,4776,8512,18927,48643,116477,153862,83100,78352
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,1019451,9014,3382,5032,8816,21272,57685,176023,339593,210724,187910
tt0443272,Lincoln,2012,246241,3308,1802,2731,5001,12171,29781,66591,66937,33666,24253
tt4857264,Contratiempo,2016,146526,646,281,418,802,2058,6648,23747,49475,36496,25955
tt2322441,Fifty Shades of Grey,2015,299109,69100,23310,27369,32541,37383,30038,21248,14414,8103,35603
tt0116483,Happy Gilmore,1996,199031,2132,1775,2931,5608,13229,32533,60066,41572,18400,20785
tt10539608,The Midnight Sky,2020,68276,3120,2669,4123,6983,13487,16739,12117,5337,1675,2026
tt2674426,Me Before You,2016,211621,2083,1041,1822,3683,9384,24576,52667,55713,28372,32280
tt0289765,Red Dragon,2002,254442,1228,833,1546,3499,10441,34871,88800,72026,24104,17094
tt1457767,The Conjuring,2013,445282,3320,2047,3430,6620,16385,44918,111186,134635,65971,56770
tt1981115,Thor: The Dark World,2013,601161,6347,4333,8426,18333,45215,110519,186931,124621,46009,50427
tt3521164,Moana,2016,276434,1430,750,1310,2769,8568,27504,72361,86206,40454,35082
tt0903624,The Hobbit: An Unexpected Journey,2012,761165,7384,3191,5180,9511,23244,60753,143973,219873,142628,145428
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,569558,40086,14368,17510,22868,39574,71182,120590,116068,66608,60704
tt1790864,The Maze Runner,2014,421106,4163,3043,5845,12205,31516,80174,132673,82051,31063,38373
tt1228705,Iron Man 2,2010,728495,6623,4108,7442,17835,47807,130773,246119,157804,54367,55617
tt0054215,Psycho,1960,608841,4639,1764,2455,4484,10099,25572,78181,165359,169996,146292
tt6565702,Dark Phoenix,2019,158801,6851,4365,7568,14196,29365,42426,30725,12447,4071,6787
tt0163651,American Pie,1999,378083,6956,4266,6364,10913,23944,56086,116312,83667,34322,35253
tt7556122,The Old Guard,2020,130078,2673,1507,2385,4506,10766,26062,39351,23726,9091,10011
tt3659388,The Martian,2015,766298,3635,1788,2751,5175,13650,43612,144636,278689,176824,95538
tt5208252,Operation Finale,2018,33963,561,241,339,872,2908,9001,12607,5117,1240,1077
tt6146586,John Wick: Chapter 3 - Parabellum,2019,280429,3219,1910,3371,5455,12748,31429,67778,75678,39980,38861
tt0169547,American Beauty,1999,1075948,12796,5377,6673,10778,21923,51666,144284,290048,293429,238974
tt0113497,Jumanji,1995,311242,1350,1562,3202,7983,21644,56484,103833,66229,23495,25460
tt0499549,Avatar,2009,1124388,26513,10149,14076,22162,44578,93004,191144,271255,209405,242102
tt0100405,Pretty Woman,1990,292478,3394,2271,3610,7634,18799,47867,87032,62164,28449,31258
tt0330373,Harry Potter and the Goblet of Fire,2005,553092,5915,1898,3321,6464,17115,47735,131837,167036,74525,97246
tt0087332,Ghost Busters,1984,357531,1610,1089,1910,4040,10872,31029,82434,117688,54129,52730
tt0117509,Romeo + Juliet,1996,212211,5025,3086,4710,8162,17663,37212,54031,38633,19813,23876
tt0080487,Caddyshack,1980,105795,982,839,1550,2848,6375,13551,25652,24780,13613,15605
tt0369610,Jurassic World,2015,582515,6624,5117,8686,17472,41474,96638,173347,128886,52026,52245
tt0086465,Trading Places,1983,138541,462,334,677,1669,4853,15710,41082,43794,16837,13123
tt0416449,300,2006,735922,22702,6578,8785,13419,26862,60642,138400,201226,123625,133683
